ID,Number,Material,Material_x,Sample_Type,Reference,Notes,West_Subdomain,Domain,Latitude,Longitude,Height_m,Age_ma,T_age_Ma,B_age_Ma,d18O_smow,d13C,dD,d18Oprecip,timeslice
MULLBAD1,MM9,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.831398,-102.19332,2.6,34.5,NaN,NaN,23.9,-7.5,NaN,NaN,pre-OHT
MULLBAD2,MM25,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,0.1,33.5,NaN,NaN,21.58,-6.61,NaN,NaN,pre-OHT
MULLBAD2,MM27,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,0.7,33.5,NaN,NaN,21.86,-6.18,NaN,NaN,pre-OHT
MULLBAD2,MM32,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,3,33.5,NaN,NaN,22.21,-6.47,NaN,NaN,pre-OHT
MULLBAD2,MM51,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,3.3,33.5,NaN,NaN,21.37,-6.56,NaN,NaN,pre-OHT
MULLBAD2,MM54,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,3.5,33.5,NaN,NaN,21.72,-6.35,NaN,NaN,pre-OHT
MULLBAD2,MM57,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,5.7,34.5,NaN,NaN,25.2,-6.57,NaN,NaN,pre-OHT
MULLBAD2,MM59,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,6.9,34.5,NaN,NaN,25.17,-7.21,NaN,NaN,pre-OHT
MULLBAD2,MM60,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,6.9,34.5,NaN,NaN,18.45,-9.97,NaN,NaN,pre-OHT
MULLBAD2,MM64,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,9.6,34.5,NaN,NaN,22.01,-6.66,NaN,NaN,pre-OHT
MULLBAD2,MM65,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,9.75,34.5,NaN,NaN,22.23,-7.34,NaN,NaN,pre-OHT
MULLBAD2,MM67,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,10.15,34.5,NaN,NaN,22.12,-6.55,NaN,NaN,pre-OHT
MULLBAD2,MM68,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,10.55,34.5,NaN,NaN,23.05,-6.98,NaN,NaN,pre-OHT
MULLBAD2,MM69,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,10.85,34.5,NaN,NaN,20.54,-7.03,NaN,NaN,pre-OHT
MULLBAD2,MM71,calcite,carbonate,Paleosol Carbonate,Mullin 2010,These are four sections across the E/O boundary,NA,East,43.749,-102.498,11.3,34.5,NaN,NaN,21.36,-6.57,NaN,NaN,pre-OHT
NEBCOMP,42,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.1831,-103.0674,NaN,8.2,NaN,NaN,20.38,-6.19,NaN,NaN,post-OHT
NEBCOMP,43,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.2103,-101.6609,NaN,4.5,NaN,NaN,21.09,-7.42,NaN,NaN,post-OHT
NEBCOMP,44,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.2522,-102.13,NaN,6.8,NaN,NaN,19.46,-7.56,NaN,NaN,post-OHT
NEBCOMP,45,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.262,-102.1069,NaN,8,NaN,NaN,20.39,-6.43,NaN,NaN,post-OHT
NEBCOMP,46,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.262,-102.1069,NaN,8,NaN,NaN,19.9,-6.61,NaN,NaN,post-OHT
NEBCOMP,47,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4454,-102.983,NaN,7,NaN,NaN,18.5,-6.65,NaN,NaN,post-OHT
NEBCOMP,48,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4454,-102.983,NaN,7,NaN,NaN,19.77,-6.52,NaN,NaN,post-OHT
NEBCOMP,49,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4564,-103.0534,NaN,8.5,NaN,NaN,19.47,-7.25,NaN,NaN,post-OHT
NEBCOMP,50,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4564,-103.0534,NaN,8.5,NaN,NaN,19.91,-6.17,NaN,NaN,post-OHT
NEBCOMP,51,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4578,-102.8687,NaN,7.4,NaN,NaN,19.99,-6.53,NaN,NaN,post-OHT
NEBCOMP,52,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4628,-103.0641,NaN,9.3,NaN,NaN,18.06,-7.04,NaN,NaN,post-OHT
NEBCOMP,53,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4777,-102.8678,NaN,8.5,NaN,NaN,18.59,-7.01,NaN,NaN,post-OHT
NEBCOMP,54,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,41.4867,-102.8624,NaN,8.5,NaN,NaN,19.72,-6.59,NaN,NaN,post-OHT
NEBCOMP,55,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,42.1965,-103.7873,NaN,17,NaN,NaN,19.62,-7.18,NaN,NaN,NA
NORTHPARK,10,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.0033,-106.3401,NaN,23.5,NaN,NaN,13.19,-5.24,NaN,NaN,NA
NORTHPARK,11,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.0813,-106.3725,NaN,11,NaN,NaN,13.32,-6.41,NaN,NaN,post-OHT
NORTHPARK,22,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.667,-106.4115,NaN,7.8,NaN,NaN,14.03,-5.84,NaN,NaN,post-OHT
NORTHPARK,23,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6681,-106.4117,NaN,8.9,NaN,NaN,14.06,-5.46,NaN,NaN,post-OHT
NORTHPARK,24,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6681,-106.4117,NaN,9.5,NaN,NaN,13.79,-6.01,NaN,NaN,post-OHT
NORTHPARK,25,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6681,-106.4117,NaN,10,NaN,NaN,13.85,-5.73,NaN,NaN,post-OHT
NORTHPARK,26,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6681,-106.4117,NaN,11.2,NaN,NaN,13.47,-6.04,NaN,NaN,post-OHT
NORTHPARK,27,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6681,-106.4117,NaN,11.7,NaN,NaN,13.76,-5.86,NaN,NaN,post-OHT
NORTHPARK,28,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6681,-106.4117,NaN,12.3,NaN,NaN,13.7,-6.04,NaN,NaN,post-OHT
NORTHPARK,29,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6681,-106.4117,NaN,12.8,NaN,NaN,13.68,-6.46,NaN,NaN,post-OHT
NORTHPARK,30,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6696,-106.4288,NaN,13.5,NaN,NaN,13.32,-6.38,NaN,NaN,post-OHT
NORTHPARK,31,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6696,-106.4288,NaN,13.9,NaN,NaN,13.61,-6.18,NaN,NaN,post-OHT
NORTHPARK,32,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6696,-106.4288,NaN,14.1,NaN,NaN,13.11,-6.11,NaN,NaN,post-OHT
NORTHPARK,33,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6696,-106.4288,NaN,15.8,NaN,NaN,13.55,-6.6,NaN,NaN,NA
NORTHPARK,34,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6696,-106.4288,NaN,17.5,NaN,NaN,12.51,-6.18,NaN,NaN,NA
NORTHPARK,35,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6712,-106.4078,NaN,17,NaN,NaN,12.95,-3.91,NaN,NaN,NA
NORTHPARK,36,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6712,-106.4066,NaN,16.8,NaN,NaN,13.42,-4.56,NaN,NaN,NA
NORTHPARK,37,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6719,-106.4143,NaN,17,NaN,NaN,12.94,-5.07,NaN,NaN,NA
NORTHPARK,38,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6739,-106.4206,NaN,14,NaN,NaN,12.85,-4.35,NaN,NaN,post-OHT
NORTHPARK,39,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6739,-106.4206,NaN,15,NaN,NaN,13.76,-0.99,NaN,NaN,post-OHT
NORTHPARK,40,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.6739,-106.4206,NaN,16,NaN,NaN,13.35,-1.35,NaN,NaN,NA
NORTHPARK,9,calcite,carbonate,Paleosol Carbonate,"Mix et al, 2013",NA,NA,East,40.0033,-106.3401,NaN,23,NaN,NaN,13.72,-6.58,NaN,NaN,NA
NV_HF,HBF1,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.61,-115.691666,NaN,14,NaN,NaN,12.4,-2,NaN,NaN,post-OHT
NV_HF,HBF2,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.61,-115.691666,NaN,14,NaN,NaN,15.2,-0.5,NaN,NaN,post-OHT
NV_HF,HBF3,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.61,-115.691666,NaN,14,NaN,NaN,13.3,-2.1,NaN,NaN,post-OHT
NV_HF,HBF6,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.61,-115.691666,NaN,14,NaN,NaN,12.2,-2,NaN,NaN,post-OHT
NV_HF,HBF7,calcite,carbonate,Fluvial Cement,Mulch et al 2015,NA,NA,Central,40.61,-115.691666,NaN,14,NaN,NaN,11.5,-2.6,NaN,NaN,post-OHT
NV_HF,HBF8,calcite,carbonate,Fluvial Cement,Mulch et al 2015,NA,NA,Central,40.61,-115.691666,NaN,14,NaN,NaN,13.1,-1.6,NaN,NaN,post-OHT
NV_IWF,IW32,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,34,37,NaN,NaN,12.7,-4.1,NaN,NaN,pre-OHT
NV_IWF,IW33,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,41,37,NaN,NaN,11.5,-4.7,NaN,NaN,pre-OHT
NV_IWF,IW34,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,48,37,NaN,NaN,14.6,-3.2,NaN,NaN,pre-OHT
NV_IWF,IW36,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,62,37,NaN,NaN,15.6,-3.6,NaN,NaN,pre-OHT
NV_IWF,IW37,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,69,37,NaN,NaN,14.2,-3.5,NaN,NaN,pre-OHT
NV_IWF,IW38,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,76,37,NaN,NaN,12.3,-4.3,NaN,NaN,pre-OHT
NV_IWF,IW39,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,83,37,NaN,NaN,13.5,-3.5,NaN,NaN,pre-OHT
NV_IWF,IW40,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.542116,-115.851866,90,37,NaN,NaN,13.3,-2.9,NaN,NaN,pre-OHT
NV_IWF_B,1,calcite,carbonate,Fluvial Cement,Mulch et al 2015,NA,NA,Central,40.504966,-115.870316,0,38.2,NaN,NaN,13.4,0.3,NaN,NaN,pre-OHT
NV_IWF_B,10,calcite,carbonate,Fluvial Cement,Mulch et al 2015,NA,NA,Central,40.504966,-115.870316,10,38.2,NaN,NaN,11.6,-3.4,NaN,NaN,pre-OHT
NV_IWF_B,2,calcite,carbonate,Fluvial Cement,Mulch et al 2015,NA,NA,Central,40.504966,-115.870316,2,38.2,NaN,NaN,18.6,0.2,NaN,NaN,pre-OHT
NV_IWF_B,3,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.504966,-115.870316,2.4,38.2,NaN,NaN,10.9,-6.1,NaN,NaN,pre-OHT
NV_IWFM,1A,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.539416,-115.85375,2,37.8,NaN,NaN,16.4,1.6,NaN,NaN,pre-OHT
NV_IWFM,2A,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.539416,-115.85375,4,37.8,NaN,NaN,20.3,4.2,NaN,NaN,pre-OHT
NV_IWFM,3A,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.539416,-115.85375,10.1,37.8,NaN,NaN,17.2,-0.2,NaN,NaN,pre-OHT
NV_IWFM,4A,calcite,carbonate,Paleosol Carbonate,Mulch et al 2015,NA,NA,Central,40.539416,-115.85375,13.5,37.8,NaN,NaN,15,-4.6,NaN,NaN,pre-OHT
OGFMFAN1,ACH004,calcite,carbonate,Paleosol Carbonate,Fan et al 2014,Ogallala Fm.,NA,East,41.47,-103.07,NaN,8,9,7,17.62,-6.7,NaN,-10.2,post-OHT
OGFMFAN1,AHMC,calcite,carbonate,Fluvial Cement,Fan et al 2014,Ogallala Fm.,NA,East,41.47,-103.07,NaN,6,7,5,17.83,-6.5,NaN,-10.8,post-OHT
OGFMFAN2,AH2M,calcite,carbonate,Fluvial Cement,Fan et al 2014,Ogallala Fm.,NA,East,41.6,-102.78,NaN,9,11,7,18.34,-7,NaN,-10.3,post-OHT
OREANA,OR-3,smectite,clay,Altered ash,Horton et al 2004,Locations from Google Earth,NA,Central,43.0545,-116.3946,NaN,3.3,NaN,NaN,12.8,NaN,-112,-14.54,post-OHT
OREANA,OR-4,smectite,clay,Altered ash,Horton et al 2004,Locations from Google Earth,NA,Central,43.0545,-116.3946,NaN,3.3,NaN,NaN,15.8,NaN,NaN,-11.54,post-OHT
PALOUS,GSP021,calcite,carbonate,Paleosol Carbonate,Takeuchi et al 2010,+/-0.2Ma,NA,West,46.66372,-118.227385,NaN,15.5,15.3,15.7,18.8,-9.4,NaN,NaN,NA
PINON,HC-12,smectite,clay,Altered ash,Horton et al 2004,"Locations from Google Earth, past doesn't match well w/present(9C 15Ma, but it's pretty much 8C now)",NA,Central,40.557,-116.0187,NaN,9.5,NaN,NaN,10.8,NaN,NaN,-16.77,post-OHT
PINON,HC-17,smectite,clay,Altered ash,Horton et al 2004,"Locations from Google Earth, past doesn't match well w/present(9C 15Ma, but it's pretty much 8C now)",NA,Central,40.557,-116.0187,NaN,8.5,NaN,NaN,13,NaN,NaN,-14.79,post-OHT
PINON,HC-2,smectite,clay,Altered ash,Horton et al 2004,"Locations from Google Earth, past doesn't match well w/present(9C 15Ma, but it's pretty much 8C now)",NA,Central,40.557,-116.0187,NaN,11.8,NaN,NaN,11.8,NaN,NaN,-15.77,post-OHT
PINON,HC-3,smectite,clay,Altered ash,Horton et al 2004,"Locations from Google Earth, past doesn't match well w/present(9C 15Ma, but it's pretty much 8C now)",NA,Central,40.557,-116.0187,NaN,11.95,NaN,NaN,11.1,NaN,-111,-16.47,post-OHT
PINON,HC-7,smectite,clay,Altered ash,Horton et al 2004,"Locations from Google Earth, past doesn't match well w/present(9C 15Ma, but it's pretty much 8C now)",NA,Central,40.557,-116.0187,NaN,15.25,NaN,NaN,11.7,NaN,-107,-15.21,NA
PINON,HC/MA-4,smectite,clay,Altered ash,Horton et al 2004,"Locations from Google Earth, past doesn't match well w/present(9C 15Ma, but it's pretty much 8C now)",NA,Central,40.557,-116.0187,NaN,12.1,NaN,NaN,12.1,NaN,-115,-15.47,post-OHT
RASH,RV-13,smectite,clay,Altered ash,Horton et al 2004,Locations from Google Earth,NA,Central,40.3614,-112.4539,NaN,6.93,NaN,NaN,12.7,NaN,-120,-14.64,post-OHT
RASH,RV-14,smectite,clay,Altered ash,Horton et al 2004,Locations from Google Earth,NA,Central,40.3614,-112.4539,NaN,6.7,NaN,NaN,10.7,NaN,-109,-16.64,post-OHT
RASH,RV-2,smectite,clay,Altered ash,Horton et al 2004,Locations from Google Earth,NA,Central,40.3614,-112.4539,NaN,9.46,NaN,NaN,13,NaN,-117,-14.13,post-OHT
RATT_E,BUR-1-3,kaolinite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,43.65938,-118.99865,NaN,7.85,7.05,8.65,11.88,NaN,NaN,NaN,post-OHT
RATT_E,BUR-2-1,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,43.67633,-118.99892,NaN,9,8.3,9.7,11.73,NaN,NaN,NaN,post-OHT
RATT_E,BUR-3-2,smectite,clay,Altered ash,Takeuchi 2007 dissertation,east,east,West,43.68493,-119.01148,NaN,10.2,9.7,10.7,12.55,NaN,NaN,NaN,post-OHT
RCMU,06NR10,calcite,carbonate,Fluvial Cement,Chamberlain et al 2012,NA,NA,Central,45.8604,-111.1607,NaN,9.8,NaN,NaN,14.36,-8.29,NaN,NaN,post-OHT
RCMU,06NR14,calcite,carbonate,Paleosol Carbonate,Chamberlain et al 2012,NA,NA,Central,45.8604,-111.1607,NaN,5,NaN,NaN,14.04,-8.74,NaN,NaN,post-OHT
RCMU,06NR9,calcite,carbonate,Paleosol Carbonate,Chamberlain et al 2012,NA,NA,Central,45.8604,-111.1607,NaN,11,NaN,NaN,13.25,-6.38,NaN,NaN,post-OHT
RETJD_p1,JD10.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.5748,NaN,NaN,13.188176,-8.9,NaN,NaN,pre-OHT
RETJD_p1,JD10.7,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.5637,NaN,NaN,17.621132,-10.8,NaN,NaN,pre-OHT
RETJD_p1,JD11.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.55815,NaN,NaN,17.621132,-8.2,NaN,NaN,pre-OHT
RETJD_p1,JD11.8,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.5378,NaN,NaN,15.250016,-9.1,NaN,NaN,pre-OHT
RETJD_p1,JD12.1,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.523,NaN,NaN,17.00258,-10.2,NaN,NaN,pre-OHT
RETJD_p1,JD13.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.5082,NaN,NaN,12.672716,-9.5,NaN,NaN,pre-OHT
RETJD_p1,JD14,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.49525,NaN,NaN,16.177844,-12,NaN,NaN,pre-OHT
RETJD_p1,JD14.8,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.4823,NaN,NaN,16.693304,-9.9,NaN,NaN,pre-OHT
RETJD_p1,JD15.5,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.4675,NaN,NaN,16.693304,-9.1,NaN,NaN,pre-OHT
RETJD_p1,JD16.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.45455,NaN,NaN,16.177844,-8.9,NaN,NaN,pre-OHT
RETJD_p1,JD17,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.44345,NaN,NaN,16.796396,-9.2,NaN,NaN,pre-OHT
RETJD_p1,JD17.7,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.4305,NaN,NaN,16.280936,-10.8,NaN,NaN,pre-OHT
RETJD_p1,JD18.3,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.41385,NaN,NaN,17.208764,-8.9,NaN,NaN,pre-OHT
RETJD_p1,JD19,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.40275,NaN,NaN,18.239684,-8.4,NaN,NaN,pre-OHT
RETJD_p1,JD19.9,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.3935,NaN,NaN,16.693304,-8.5,NaN,NaN,pre-OHT
RETJD_p1,JD20.5,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.37685,NaN,NaN,17.105672,-8.8,NaN,NaN,pre-OHT
RETJD_p1,JD21,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.3639,NaN,NaN,18.0335,-8.6,NaN,NaN,pre-OHT
RETJD_p1,JD21.9,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.35095,NaN,NaN,14.837648,-8.5,NaN,NaN,pre-OHT
RETJD_p1,JD22.6,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.3343,NaN,NaN,16.177844,-9.8,NaN,NaN,pre-OHT
RETJD_p1,JD23.3,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.31765,NaN,NaN,16.074752,-10.7,NaN,NaN,pre-OHT
RETJD_p1,JD24.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.30285,NaN,NaN,16.899488,-9.5,NaN,NaN,pre-OHT
RETJD_p1,JD25.1,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.2788,NaN,NaN,12.8789,-9.3,NaN,NaN,pre-OHT
RETJD_p1,JD25.9,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.26585,NaN,NaN,18.858236,-11.4,NaN,NaN,pre-OHT
RETJD_p1,JD27.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.2455,NaN,NaN,16.177844,-8.6,NaN,NaN,pre-OHT
RETJD_p1,JD27.9,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.227,NaN,NaN,18.136592,-9.6,NaN,NaN,pre-OHT
RETJD_p1,JD29,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.21405,NaN,NaN,18.239684,-8.4,NaN,NaN,pre-OHT
RETJD_p1,JD30,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.2048,NaN,NaN,17.00258,-8.5,NaN,NaN,pre-OHT
RETJD_p1,JD30.7,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.19,NaN,NaN,17.00258,-9.5,NaN,NaN,pre-OHT
RETJD_p1,JD31.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.1715,NaN,NaN,18.239684,-9.4,NaN,NaN,pre-OHT
RETJD_p1,JD32,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.1604,NaN,NaN,18.239684,-8.3,NaN,NaN,pre-OHT
RETJD_p1,JD33,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.1493,NaN,NaN,15.559292,-8.2,NaN,NaN,pre-OHT
RETJD_p1,JD33.6,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.1345,NaN,NaN,17.724224,-9.9,NaN,NaN,pre-OHT
RETJD_p1,JD34.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.12155,NaN,NaN,17.724224,-8.6,NaN,NaN,pre-OHT
RETJD_p1,JD35,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.10675,NaN,NaN,15.353108,-8.5,NaN,NaN,pre-OHT
RETJD_p1,JD35.7,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.0938,NaN,NaN,18.0335,-9.9,NaN,NaN,pre-OHT
RETJD_p1,JD36.5,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.08085,NaN,NaN,10.81706,-8.6,NaN,NaN,pre-OHT
RETJD_p1,JD37.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.0568,NaN,NaN,17.930408,-11.1,NaN,NaN,pre-OHT
RETJD_p1,JD37.9,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.042,NaN,NaN,18.342776,-8.7,NaN,NaN,pre-OHT
RETJD_p1,JD39.2,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.0272,NaN,NaN,18.652052,-8.2,NaN,NaN,pre-OHT
RETJD_p1,JD4.8,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.68395,NaN,NaN,16.177844,-10.6,NaN,NaN,pre-OHT
RETJD_p1,JD40,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,28.0087,NaN,NaN,18.652052,-7.7,NaN,NaN,pre-OHT
RETJD_p1,JD40.8,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,27.9976,NaN,NaN,18.342776,7.9,NaN,NaN,pre-OHT
RETJD_p1,JD41.8,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,27.98835,NaN,NaN,17.208764,-8.2,NaN,NaN,pre-OHT
RETJD_p1,JD42.4,calcite,carbonate,Paleosol Carbonate,Retallack et al 2004,NA,east,West,44,-119.65,NaN,27.96985,NaN,NaN,18.342776,-8.8,NaN,NaN,pre-OHT
